id,prediction
012_288_144,0
012_288_160,0
012_288_176,0
012_288_192,0
012_288_208,0
012_288_224,0
012_288_240,0
012_288_256,1
012_288_272,1
012_288_288,1
012_288_304,0
012_288_320,0
012_288_336,0
012_288_352,0
012_288_368,0
012_288_384,0
012_304_0,0
012_304_16,0
012_304_32,0
012_304_48,0
012_304_64,0
012_304_80,0
012_304_96,0
012_304_112,1
012_304_128,0
012_304_144,0
012_304_160,0
012_304_176,0
012_304_192,0
012_304_208,0
012_304_224,0
012_304_240,0
012_304_256,1
012_304_272,1
012_304_288,1
012_304_304,0
012_304_320,0
012_304_336,0
012_304_352,0
012_304_368,0
012_304_384,0
012_320_0,0
012_320_16,0
012_320_32,0
012_320_48,0
012_320_64,0
012_320_80,0
012_320_96,0
012_320_112,1
012_320_128,0
012_320_144,0
012_320_160,0
012_320_176,0
012_320_192,0
012_320_208,0
012_320_224,0
012_320_240,0
012_320_256,1
012_320_272,1
012_320_288,1
012_320_304,0
012_320_320,0
012_320_336,0
012_320_352,0
012_320_368,0
012_320_384,0
012_336_0,0
012_336_16,0
012_336_32,0
012_336_48,0
012_336_64,0
012_336_80,0
012_336_96,0
012_336_112,1
012_336_128,0
012_336_144,0
012_336_160,0
012_336_176,0
012_336_192,0
012_336_208,0
012_336_224,0
012_336_240,0
012_336_256,1
012_336_272,1
012_336_288,1
012_336_304,0
012_336_320,0
012_336_336,0
012_336_352,0
012_336_368,0
012_336_384,0
012_352_0,0
012_352_16,0
012_352_32,0
012_352_48,0
012_352_64,0
012_352_80,0
012_352_96,0
012_352_112,1
012_352_128,0
012_352_144,0
012_352_160,0
012_352_176,0
012_352_192,0
012_352_208,0
012_352_224,0
012_352_240,0
012_352_256,1
012_352_272,1
012_352_288,1
012_352_304,0
012_352_320,0
012_352_336,0
012_352_352,0
012_352_368,0
012_352_384,0
012_368_0,0
012_368_16,0
012_368_32,0
012_368_48,0
012_368_64,0
012_368_80,0
012_368_96,0
012_368_112,1
012_368_128,0
012_368_144,0
012_368_160,0
012_368_176,0
012_368_192,0
012_368_208,0
012_368_224,0
012_368_240,0
012_368_256,1
012_368_272,1
012_368_288,1
012_368_304,0
012_368_320,0
012_368_336,0
012_368_352,0
012_368_368,0
012_368_384,0
012_384_0,0
012_384_16,0
012_384_32,0
012_384_48,0
012_384_64,0
012_384_80,0
012_384_96,0
012_384_112,1
012_384_128,0
012_384_144,0
012_384_160,0
012_384_176,0
012_384_192,0
012_384_208,0
012_384_224,0
012_384_240,0
012_384_256,1
012_384_272,1
012_384_288,1
012_384_304,0
012_384_320,0
012_384_336,0
012_384_352,0
012_384_368,0
012_384_384,0
013_0_0,0
013_0_16,0
013_0_32,0
013_0_48,0
013_0_64,0
013_0_80,0
013_0_96,1
013_0_112,0
013_0_128,0
013_0_144,0
013_0_160,0
013_0_176,0
013_0_192,0
013_0_208,0
013_0_224,0
013_0_240,1
013_0_256,1
013_0_272,0
013_0_288,0
013_0_304,0
013_0_320,0
013_0_336,0
013_0_352,0
013_0_368,1
013_0_384,1
013_16_0,0
013_16_16,0
013_16_32,0
013_16_48,0
013_16_64,0
013_16_80,0
013_16_96,1
013_16_112,0
013_16_128,0
013_16_144,0
013_16_160,0
013_16_176,0
013_16_192,0
013_16_208,0
013_16_224,0
013_16_240,1
013_16_256,1
013_16_272,0
013_16_288,0
013_16_304,0
013_16_320,0
013_16_336,0
013_16_352,0
013_16_368,1
013_16_384,1
013_32_0,0
013_32_16,0
013_32_32,0
013_32_48,0
013_32_64,0
013_32_80,0
013_32_96,1
013_32_112,0
013_32_128,0
013_32_144,0
013_32_160,0
013_32_176,0
013_32_192,0
013_32_208,0
013_32_224,0
013_32_240,1
013_32_256,1
013_32_272,0
013_32_288,0
013_32_304,0
013_32_320,0
013_32_336,0
013_32_352,0
013_32_368,1
013_32_384,1
013_48_0,0
013_48_16,0
013_48_32,0
013_48_48,0
013_48_64,0
013_48_80,0
013_48_96,1
013_48_112,0
013_48_128,0
013_48_144,0
013_48_160,0
013_48_176,0
013_48_192,0
013_48_208,0
013_48_224,0
013_48_240,1
013_48_256,1
013_48_272,0
013_48_288,0
013_48_304,0
013_48_320,0
013_48_336,0
013_48_352,0
013_48_368,1
013_48_384,1
013_64_0,0
013_64_16,0
013_64_32,0
013_64_48,0
013_64_64,0
013_64_80,0
013_64_96,1
013_64_112,0
013_64_128,0
013_64_144,0
013_64_160,0
013_64_176,0
013_64_192,0
013_64_208,0
013_64_224,0
013_64_240,1
013_64_256,1
013_64_272,0
013_64_288,0
013_64_304,0
013_64_320,0
013_64_336,0
013_64_352,0
013_64_368,1
013_64_384,1
013_80_0,0
013_80_16,0
013_80_32,0
013_80_48,0
013_80_64,0
013_80_80,0
013_80_96,1
013_80_112,0
013_80_128,0
013_80_144,0
013_80_160,0
013_80_176,0
013_80_192,0
013_80_208,0
013_80_224,0
013_80_240,1
013_80_256,1
013_80_272,0
013_80_288,0
013_80_304,0
013_80_320,0
013_80_336,0
013_80_352,0
013_80_368,1
013_80_384,0
013_96_0,0
013_96_16,0
013_96_32,0
013_96_48,0
013_96_64,0
013_96_80,0
013_96_96,1
013_96_112,0
013_96_128,0
013_96_144,0
013_96_160,0
013_96_176,0
013_96_192,0
013_96_208,0
013_96_224,0
013_96_240,1
013_96_256,1
013_96_272,0
013_96_288,0
013_96_304,0
013_96_320,0
013_96_336,0
013_96_352,0
013_96_368,1
013_96_384,0
013_112_0,0
013_112_16,0
013_112_32,0
013_112_48,0
013_112_64,0
013_112_80,0
013_112_96,1
013_112_112,0
013_112_128,0
013_112_144,0
013_112_160,0
013_112_176,0
013_112_192,0
013_112_208,0
013_112_224,1
013_112_240,1
013_112_256,1
013_112_272,0
013_112_288,0
013_112_304,0
013_112_320,0
013_112_336,0
013_112_352,0
013_112_368,1
013_112_384,0
013_128_0,0
013_128_16,0
013_128_32,0
013_128_48,0
013_128_64,0
013_128_80,0
013_128_96,1
013_128_112,0
013_128_128,0
013_128_144,0
013_128_160,0
013_128_176,0
013_128_192,0
013_128_208,0
013_128_224,1
013_128_240,1
013_128_256,1
013_128_272,0
013_128_288,0
013_128_304,0
013_128_320,0
013_128_336,0
013_128_352,0
013_128_368,1
013_128_384,0
013_144_0,0
013_144_16,0
013_144_32,0
013_144_48,0
013_144_64,0
013_144_80,0
013_144_96,1
013_144_112,0
013_144_128,0
013_144_144,0
013_144_160,0
013_144_176,0
013_144_192,0
013_144_208,0
013_144_224,1
013_144_240,1
013_144_256,1
013_144_272,0
013_144_288,0
013_144_304,0
013_144_320,0
013_144_336,0
013_144_352,0
013_144_368,1
013_144_384,0
013_160_0,0
013_160_16,0
013_160_32,0
013_160_48,0
013_160_64,0
013_160_80,0
013_160_96,1
013_160_112,0
013_160_128,0
013_160_144,0
013_160_160,0
013_160_176,0
013_160_192,0
013_160_208,0
013_160_224,1
013_160_240,1
013_160_256,1
013_160_272,0
013_160_288,0
013_160_304,0
013_160_320,0
013_160_336,0
013_160_352,0
013_160_368,1
013_160_384,0
013_176_0,0
013_176_16,0
013_176_32,0
013_176_48,0
013_176_64,0
013_176_80,0
013_176_96,1
013_176_112,0
013_176_128,0
013_176_144,0
013_176_160,0
013_176_176,0
013_176_192,0
013_176_208,0
013_176_224,1
013_176_240,1
013_176_256,1
013_176_272,0
013_176_288,0
013_176_304,0
013_176_320,0
013_176_336,0
013_176_352,0
013_176_368,1
013_176_384,0
013_192_0,0
013_192_16,0
013_192_32,0
013_192_48,0
013_192_64,0
013_192_80,0
013_192_96,1
013_192_112,0
013_192_128,0
013_192_144,0
013_192_160,0
013_192_176,0
013_192_192,0
013_192_208,0
013_192_224,1
013_192_240,1
013_192_256,1
013_192_272,0
013_192_288,0
013_192_304,0
013_192_320,0
013_192_336,0
013_192_352,0
013_192_368,1
013_192_384,0
013_208_0,0
013_208_16,0
013_208_32,0
013_208_48,0
013_208_64,0
013_208_80,0
013_208_96,1
013_208_112,0
013_208_128,0
013_208_144,0
013_208_160,0
013_208_176,0
013_208_192,0
013_208_208,0
013_208_224,1
013_208_240,1
013_208_256,1
013_208_272,0
013_208_288,0
013_208_304,0
013_208_320,0
013_208_336,0
013_208_352,0
013_208_368,1
013_208_384,0
013_224_0,0
013_224_16,0
013_224_32,0
013_224_48,0
013_224_64,0
013_224_80,0
013_224_96,1
013_224_112,0
013_224_128,0
013_224_144,0
013_224_160,0
013_224_176,0
013_224_192,0
013_224_208,0
013_224_224,1
013_224_240,1
013_224_256,1
013_224_272,0
013_224_288,0
013_224_304,0
013_224_320,0
013_224_336,0
013_224_352,0
013_224_368,1
013_224_384,0
013_240_0,0
013_240_16,0
013_240_32,0
013_240_48,0
013_240_64,0
013_240_80,0
013_240_96,1
013_240_112,0
013_240_128,0
013_240_144,0
013_240_160,0
013_240_176,0
013_240_192,0
013_240_208,0
013_240_224,1
013_240_240,1
013_240_256,1
013_240_272,0
013_240_288,0
013_240_304,0
013_240_320,0
013_240_336,0
013_240_352,0
013_240_368,1
013_240_384,0
013_256_0,0
013_256_16,0
013_256_32,0
013_256_48,0
013_256_64,0
013_256_80,0
013_256_96,1
013_256_112,0
013_256_128,0
013_256_144,0
013_256_160,0
013_256_176,0
013_256_192,0
013_256_208,0
013_256_224,1
013_256_240,1
013_256_256,1
013_256_272,0
013_256_288,0
013_256_304,0
013_256_320,0
013_256_336,0
013_256_352,0
013_256_368,1
013_256_384,0
013_272_0,0
013_272_16,0
013_272_32,0
013_272_48,0
013_272_64,0
013_272_80,0
013_272_96,1
013_272_112,0
013_272_128,0
013_272_144,0
013_272_160,0
013_272_176,0
013_272_192,0
013_272_208,0
013_272_224,1
013_272_240,1
013_272_256,1
013_272_272,0
013_272_288,0
013_272_304,0
013_272_320,0
013_272_336,0
013_272_352,0
013_272_368,1
013_272_384,0
013_288_0,0
013_288_16,0
013_288_32,0
013_288_48,0
013_288_64,0
013_288_80,0
013_288_96,1
013_288_112,0
013_288_128,0
013_288_144,0
013_288_160,0
013_288_176,0
013_288_192,0
013_288_208,0
013_288_224,1
013_288_240,1
013_288_256,0
013_288_272,0
013_288_288,0
013_288_304,0
013_288_320,0
013_288_336,0
013_288_352,0
013_288_368,1
013_288_384,0
013_304_0,0
013_304_16,0
013_304_32,0
013_304_48,0
013_304_64,0
013_304_80,0
013_304_96,1
013_304_112,0
013_304_128,0
013_304_144,0
013_304_160,0
013_304_176,0
013_304_192,0
013_304_208,0
013_304_224,1
013_304_240,1
013_304_256,0
013_304_272,0
013_304_288,0
013_304_304,0
013_304_320,0
013_304_336,0
013_304_352,0
013_304_368,1
013_304_384,0
013_320_0,0
013_320_16,0
013_320_32,0
013_320_48,0
013_320_64,0
013_320_80,0
013_320_96,1
013_320_112,0
013_320_128,0
013_320_144,0
013_320_160,0
013_320_176,0
013_320_192,0
013_320_208,0
013_320_224,1
013_320_240,1
013_320_256,0
013_320_272,0
013_320_288,0
013_320_304,0
013_320_320,0
013_320_336,0
013_320_352,0
013_320_368,1
013_320_384,0
013_336_0,0
013_336_16,0
013_336_32,0
013_336_48,0
013_336_64,0
013_336_80,0
013_336_96,1
013_336_112,0
013_336_128,0
013_336_144,0
013_336_160,0
013_336_176,0
013_336_192,0
013_336_208,0
013_336_224,1
013_336_240,1
013_336_256,0
013_336_272,0
013_336_288,0
013_336_304,0
013_336_320,0
013_336_336,0
013_336_352,0
013_336_368,1
013_336_384,0
013_352_0,1
013_352_16,1
013_352_32,1
013_352_48,1
013_352_64,1
013_352_80,1
013_352_96,1
013_352_112,0
013_352_128,0
013_352_144,0
013_352_160,0
013_352_176,0
013_352_192,0
013_352_208,0
013_352_224,1
013_352_240,1
013_352_256,0
013_352_272,0
013_352_288,0
013_352_304,0
013_352_320,0
013_352_336,0
013_352_352,0
013_352_368,1
013_352_384,0
013_368_0,1
013_368_16,1
013_368_32,1
013_368_48,1
013_368_64,1
013_368_80,1
013_368_96,1
013_368_112,1
013_368_128,1
013_368_144,1
013_368_160,1
013_368_176,1
013_368_192,1
013_368_208,1
013_368_224,1
013_368_240,1
013_368_256,1
013_368_272,1
013_368_288,1
013_368_304,1
013_368_320,1
013_368_336,1
013_368_352,1
013_368_368,1
013_368_384,1
013_384_0,1
013_384_16,1
013_384_32,1
013_384_48,1
013_384_64,1
013_384_80,1
013_384_96,1
013_384_112,1
013_384_128,1
013_384_144,1
013_384_160,1
013_384_176,1
013_384_192,1
013_384_208,1
013_384_224,1
013_384_240,1
013_384_256,1
013_384_272,1
013_384_288,1
013_384_304,1
013_384_320,1
013_384_336,1
013_384_352,1
013_384_368,1
013_384_384,1
014_0_0,1
014_0_16,1
014_0_32,1
014_0_48,1
014_0_64,1
014_0_80,1
014_0_96,1
014_0_112,1
014_0_128,1
014_0_144,1
014_0_160,1
014_0_176,1
014_0_192,1
014_0_208,1
014_0_224,1
014_0_240,1
014_0_256,1
014_0_272,1
014_0_288,1
014_0_304,1
014_0_320,1
014_0_336,1
014_0_352,1
014_0_368,1
014_0_384,1
014_16_0,1
014_16_16,1
014_16_32,1
014_16_48,1
014_16_64,1
014_16_80,1
014_16_96,1
014_16_112,1
014_16_128,1
014_16_144,1
014_16_160,1
014_16_176,1
014_16_192,1
014_16_208,1
014_16_224,1
014_16_240,1
014_16_256,1
014_16_272,1
014_16_288,1
014_16_304,1
014_16_320,1
014_16_336,1
014_16_352,1
014_16_368,1
014_16_384,1
014_32_0,0
014_32_16,0
014_32_32,0
014_32_48,0
014_32_64,0
014_32_80,0
014_32_96,0
014_32_112,0
014_32_128,0
014_32_144,0
014_32_160,0
014_32_176,0
014_32_192,0
014_32_208,0
014_32_224,1
014_32_240,1
014_32_256,0
014_32_272,0
014_32_288,0
014_32_304,0
014_32_320,0
014_32_336,0
014_32_352,0
014_32_368,0
014_32_384,0
014_48_0,0
014_48_16,0
014_48_32,0
014_48_48,0
014_48_64,0
014_48_80,0
014_48_96,0
014_48_112,0
014_48_128,0
014_48_144,0
014_48_160,0
014_48_176,0
014_48_192,0
014_48_208,0
014_48_224,1
014_48_240,1
014_48_256,0
014_48_272,0
014_48_288,0
014_48_304,0
014_48_320,0
014_48_336,0
014_48_352,0
014_48_368,0
014_48_384,0
014_64_0,0
014_64_16,0
014_64_32,0
014_64_48,0
014_64_64,0
014_64_80,0
014_64_96,0
014_64_112,0
014_64_128,0
014_64_144,0
014_64_160,0
014_64_176,0
014_64_192,0
014_64_208,0
014_64_224,1
014_64_240,1
014_64_256,0
014_64_272,0
014_64_288,0
014_64_304,0
014_64_320,0
014_64_336,0
014_64_352,0
014_64_368,0
014_64_384,0
014_80_0,0
014_80_16,0
014_80_32,0
014_80_48,0
014_80_64,0
014_80_80,0
014_80_96,0
014_80_112,0
014_80_128,0
014_80_144,0
014_80_160,0
014_80_176,0
014_80_192,0
014_80_208,1
014_80_224,1
014_80_240,1
014_80_256,0
014_80_272,0
014_80_288,0
014_80_304,0
014_80_320,0
014_80_336,0
014_80_352,0
014_80_368,0
014_80_384,0
014_96_0,0
014_96_16,0
014_96_32,0
014_96_48,0
014_96_64,0
014_96_80,0
014_96_96,0
014_96_112,0
014_96_128,0
014_96_144,0
014_96_160,0
014_96_176,0
014_96_192,0
014_96_208,1
014_96_224,1
014_96_240,1
014_96_256,0
014_96_272,0
014_96_288,0
014_96_304,0
014_96_320,0
014_96_336,0
014_96_352,0
014_96_368,0
014_96_384,0
014_112_0,0
014_112_16,0
014_112_32,0
014_112_48,0
014_112_64,0
014_112_80,0
014_112_96,0
014_112_112,0
014_112_128,0
014_112_144,0
014_112_160,0
014_112_176,0
014_112_192,0
014_112_208,1
014_112_224,1
014_112_240,1
014_112_256,0
014_112_272,0
014_112_288,0
014_112_304,0
014_112_320,0
014_112_336,0
014_112_352,0
014_112_368,0
014_112_384,0
014_128_0,1
014_128_16,1
014_128_32,1
014_128_48,1
014_128_64,1
014_128_80,1
014_128_96,1
014_128_112,1
014_128_128,1
014_128_144,1
014_128_160,1
014_128_176,1
014_128_192,1
014_128_208,1
014_128_224,1
014_128_240,1
014_128_256,1
014_128_272,1
014_128_288,1
014_128_304,1
014_128_320,0
014_128_336,0
014_128_352,0
014_128_368,0
014_128_384,0
014_144_0,0
014_144_16,0
014_144_32,0
014_144_48,0
014_144_64,0
014_144_80,1
014_144_96,1
014_144_112,0
014_144_128,0
014_144_144,0
014_144_160,0
014_144_176,0
014_144_192,0
014_144_208,1
014_144_224,1
014_144_240,1
014_144_256,1
014_144_272,1
014_144_288,1
014_144_304,1
014_144_320,1
014_144_336,1
014_144_352,1
014_144_368,1
014_144_384,1
014_160_0,0
014_160_16,0
014_160_32,0
014_160_48,0
014_160_64,0
014_160_80,1
014_160_96,0
014_160_112,0
014_160_128,0
014_160_144,0
014_160_160,0
014_160_176,0
014_160_192,0
014_160_208,1
014_160_224,1
014_160_240,1
014_160_256,0
014_160_272,0
014_160_288,0
014_160_304,0
014_160_320,0
014_160_336,0
014_160_352,1
014_160_368,0
014_160_384,0
014_176_0,0
014_176_16,0
014_176_32,0
014_176_48,0
014_176_64,0
014_176_80,1
014_176_96,0
014_176_112,0
014_176_128,0
014_176_144,0
014_176_160,0
014_176_176,0
014_176_192,0
014_176_208,1
014_176_224,1
014_176_240,1
014_176_256,0
014_176_272,0
014_176_288,0
014_176_304,0
014_176_320,0
014_176_336,0
014_176_352,1
014_176_368,0
014_176_384,0
014_192_0,0
014_192_16,0
014_192_32,0
014_192_48,0
014_192_64,0
014_192_80,1
014_192_96,0
014_192_112,0
014_192_128,0
014_192_144,0
014_192_160,0
014_192_176,0
014_192_192,0
014_192_208,1
014_192_224,1
014_192_240,1
014_192_256,0
014_192_272,0
014_192_288,0
014_192_304,0
014_192_320,0
014_192_336,0
014_192_352,1
014_192_368,0
014_192_384,0
014_208_0,0
014_208_16,0
014_208_32,0
014_208_48,0
014_208_64,0
014_208_80,1
014_208_96,0
014_208_112,0
014_208_128,0
014_208_144,0
014_208_160,0
014_208_176,0
014_208_192,0
014_208_208,1
014_208_224,1
014_208_240,1
014_208_256,0
014_208_272,0
014_208_288,0
014_208_304,0
014_208_320,0
014_208_336,0
014_208_352,1
014_208_368,0
014_208_384,0
014_224_0,0
014_224_16,0
014_224_32,0
014_224_48,0
014_224_64,0
014_224_80,1
014_224_96,0
014_224_112,0
014_224_128,0
014_224_144,0
014_224_160,0
014_224_176,0
014_224_192,0
014_224_208,1
014_224_224,1
014_224_240,1
014_224_256,0
014_224_272,0
014_224_288,0
014_224_304,0
014_224_320,0
014_224_336,0
014_224_352,1
014_224_368,0
014_224_384,0
014_240_0,0
014_240_16,0
014_240_32,0
014_240_48,0
014_240_64,0
014_240_80,1
014_240_96,0
014_240_112,0
014_240_128,0
014_240_144,0
014_240_160,0
014_240_176,0
014_240_192,0
014_240_208,1
014_240_224,1
014_240_240,1
014_240_256,0
014_240_272,0
014_240_288,0
014_240_304,0
014_240_320,0
014_240_336,0
014_240_352,1
014_240_368,0
014_240_384,0
014_256_0,0
014_256_16,0
014_256_32,0
014_256_48,0
014_256_64,0
014_256_80,1
014_256_96,0
014_256_112,0
014_256_128,0
014_256_144,0
014_256_160,0
014_256_176,0
014_256_192,0
014_256_208,1
014_256_224,1
014_256_240,1
014_256_256,0
014_256_272,0
014_256_288,0
014_256_304,0
014_256_320,0
014_256_336,0
014_256_352,1
014_256_368,0
014_256_384,0
014_272_0,0
014_272_16,0
014_272_32,0
014_272_48,0
014_272_64,0
014_272_80,1
014_272_96,0
014_272_112,0
014_272_128,0
014_272_144,0
014_272_160,0
014_272_176,0
014_272_192,0
014_272_208,1
014_272_224,1
014_272_240,1
014_272_256,0
014_272_272,0
014_272_288,0
014_272_304,0
014_272_320,0
014_272_336,0
014_272_352,1
014_272_368,0
014_272_384,0
014_288_0,0
014_288_16,0
014_288_32,0
014_288_48,0
014_288_64,0
014_288_80,1
014_288_96,0
014_288_112,0
014_288_128,0
014_288_144,0
014_288_160,0
014_288_176,0
014_288_192,0
014_288_208,1
014_288_224,1
014_288_240,1
014_288_256,0
014_288_272,0
014_288_288,0
014_288_304,0
014_288_320,0
014_288_336,0
014_288_352,1
014_288_368,0
014_288_384,0
014_304_0,0
014_304_16,0
014_304_32,0
014_304_48,0
014_304_64,0
014_304_80,1
014_304_96,0
014_304_112,0
014_304_128,0
014_304_144,0
014_304_160,0
014_304_176,0
014_304_192,0
014_304_208,1
014_304_224,1
014_304_240,1
014_304_256,0
014_304_272,0
014_304_288,0
014_304_304,0
014_304_320,0
014_304_336,0
014_304_352,1
014_304_368,0
014_304_384,0
014_320_0,0
014_320_16,0
014_320_32,0
014_320_48,0
014_320_64,0
014_320_80,1
014_320_96,0
014_320_112,0
014_320_128,0
014_320_144,0
014_320_160,0
014_320_176,0
014_320_192,0
014_320_208,1
014_320_224,1
014_320_240,1
014_320_256,0
014_320_272,0
014_320_288,0
014_320_304,0
014_320_320,0
014_320_336,0
014_320_352,1
014_320_368,0
014_320_384,0
014_336_0,0
014_336_16,0
014_336_32,0
014_336_48,0
014_336_64,0
014_336_80,1
014_336_96,0
014_336_112,0
014_336_128,0
014_336_144,0
014_336_160,0
014_336_176,0
014_336_192,0
014_336_208,1
014_336_224,1
014_336_240,0
014_336_256,0
014_336_272,0
014_336_288,0
014_336_304,0
014_336_320,0
014_336_336,0
014_336_352,1
014_336_368,0
014_336_384,0
014_352_0,0
014_352_16,0
014_352_32,0
014_352_48,0
014_352_64,0
014_352_80,1
014_352_96,0
014_352_112,0
014_352_128,0
014_352_144,0
014_352_160,0
014_352_176,0
014_352_192,0
014_352_208,1
014_352_224,1
014_352_240,0
014_352_256,0
014_352_272,0
014_352_288,0
014_352_304,0
014_352_320,0
014_352_336,0
014_352_352,1
014_352_368,0
014_352_384,0
014_368_0,0
014_368_16,0
014_368_32,0
014_368_48,0
014_368_64,0
014_368_80,1
014_368_96,0
014_368_112,0
014_368_128,0
014_368_144,0
014_368_160,0
014_368_176,0
014_368_192,0
014_368_208,1
014_368_224,1
014_368_240,0
014_368_256,0
014_368_272,0
014_368_288,0
014_368_304,0
014_368_320,0
014_368_336,0
014_368_352,1
014_368_368,0
014_368_384,0
014_384_0,0
014_384_16,0
014_384_32,0
014_384_48,0
014_384_64,0
014_384_80,1
014_384_96,0
014_384_112,0
014_384_128,0
014_384_144,0
014_384_160,0
014_384_176,0
014_384_192,0
014_384_208,1
014_384_224,1
014_384_240,0
014_384_256,0
014_384_272,0
014_384_288,0
014_384_304,0
014_384_320,0
014_384_336,0
014_384_352,1
014_384_368,0
014_384_384,0
015_0_0,0
015_0_16,0
015_0_32,0
015_0_48,0
015_0_64,0
015_0_80,0
015_0_96,0
015_0_112,0
015_0_128,0
015_0_144,0
015_0_160,0
015_0_176,0
015_0_192,0
015_0_208,0
015_0_224,0
015_0_240,0
015_0_256,0
015_0_272,0
015_0_288,0
015_0_304,0
015_0_320,0
015_0_336,0
015_0_352,0
015_0_368,0
015_0_384,0
015_16_0,0
015_16_16,0
015_16_32,0
015_16_48,0
015_16_64,0
015_16_80,0
015_16_96,0
015_16_112,0
015_16_128,0
015_16_144,0
015_16_160,0
015_16_176,0
015_16_192,0
015_16_208,0
015_16_224,0
015_16_240,0
015_16_256,0
015_16_272,0
015_16_288,0
015_16_304,0
015_16_320,0
015_16_336,0
015_16_352,0
015_16_368,0
015_16_384,0
015_32_0,0
015_32_16,0
015_32_32,0
015_32_48,0
015_32_64,0
015_32_80,0
015_32_96,0
015_32_112,0
015_32_128,0
015_32_144,0
015_32_160,0
015_32_176,0
015_32_192,0
015_32_208,0
015_32_224,0
015_32_240,0
015_32_256,0
015_32_272,0
015_32_288,0
015_32_304,0
015_32_320,0
015_32_336,0
015_32_352,0
015_32_368,0
015_32_384,0
015_48_0,0
015_48_16,0
015_48_32,0
015_48_48,0
015_48_64,0
015_48_80,0
015_48_96,0
015_48_112,0
015_48_128,0
015_48_144,0
015_48_160,0
015_48_176,0
015_48_192,0
015_48_208,0
015_48_224,0
015_48_240,0
015_48_256,0
015_48_272,0
015_48_288,0
015_48_304,0
015_48_320,0
015_48_336,0
015_48_352,0
015_48_368,0
015_48_384,0
015_64_0,0
015_64_16,0
015_64_32,0
015_64_48,0
015_64_64,0
015_64_80,0
015_64_96,0
015_64_112,0
015_64_128,0
015_64_144,0
015_64_160,0
015_64_176,0
015_64_192,0
015_64_208,0
015_64_224,0
015_64_240,0
015_64_256,0
015_64_272,0
015_64_288,0
015_64_304,0
015_64_320,0
015_64_336,0
015_64_352,0
015_64_368,0
015_64_384,0
015_80_0,0
015_80_16,0
015_80_32,0
015_80_48,0
015_80_64,0
015_80_80,0
015_80_96,0
015_80_112,0
015_80_128,0
015_80_144,0
015_80_160,0
015_80_176,0
015_80_192,0
015_80_208,0
015_80_224,0
015_80_240,0
015_80_256,0
015_80_272,0
015_80_288,0
015_80_304,0
015_80_320,0
015_80_336,0
015_80_352,0
015_80_368,0
015_80_384,0
015_96_0,0
015_96_16,0
015_96_32,0
015_96_48,0
015_96_64,0
015_96_80,0
015_96_96,0
015_96_112,0
015_96_128,0
015_96_144,0
015_96_160,0
015_96_176,0
015_96_192,0
015_96_208,0
015_96_224,0
015_96_240,0
015_96_256,0
015_96_272,0
015_96_288,0
015_96_304,0
015_96_320,0
015_96_336,0
015_96_352,0
015_96_368,0
015_96_384,0
015_112_0,0
015_112_16,0
015_112_32,0
015_112_48,0
015_112_64,0
015_112_80,0
015_112_96,0
015_112_112,0
015_112_128,0
015_112_144,0
015_112_160,0
015_112_176,0
015_112_192,0
015_112_208,0
015_112_224,0
015_112_240,0
015_112_256,0
015_112_272,0
015_112_288,0
015_112_304,0
015_112_320,0
015_112_336,0
015_112_352,0
015_112_368,0
015_112_384,0
015_128_0,0
015_128_16,0
015_128_32,0
015_128_48,0
015_128_64,0
015_128_80,0
015_128_96,0
015_128_112,0
015_128_128,0
015_128_144,0
015_128_160,0
015_128_176,0
015_128_192,0
015_128_208,0
015_128_224,0
015_128_240,0
015_128_256,0
015_128_272,0
015_128_288,0
015_128_304,0
015_128_320,0
015_128_336,0
015_128_352,0
015_128_368,0
015_128_384,0
015_144_0,0
015_144_16,0
015_144_32,0
015_144_48,0
015_144_64,0
015_144_80,0
015_144_96,0
015_144_112,0
015_144_128,0
015_144_144,0
015_144_160,0
015_144_176,0
015_144_192,0
015_144_208,0
015_144_224,0
015_144_240,0
015_144_256,0
015_144_272,0
015_144_288,0
015_144_304,0
015_144_320,0
015_144_336,0
015_144_352,0
015_144_368,0
015_144_384,0
015_160_0,0
015_160_16,0
015_160_32,0
015_160_48,0
015_160_64,0
015_160_80,0
015_160_96,0
015_160_112,0
015_160_128,0
015_160_144,0
015_160_160,0
015_160_176,0
015_160_192,0
015_160_208,0
015_160_224,0
015_160_240,0
015_160_256,0
015_160_272,0
015_160_288,0
015_160_304,0
015_160_320,0
015_160_336,0
015_160_352,0
015_160_368,0
015_160_384,0
015_176_0,1
015_176_16,1
015_176_32,1
015_176_48,1
015_176_64,1
015_176_80,1
015_176_96,1
015_176_112,1
015_176_128,1
015_176_144,1
015_176_160,1
015_176_176,1
015_176_192,1
015_176_208,1
015_176_224,1
015_176_240,1
015_176_256,1
015_176_272,1
015_176_288,1
015_176_304,1
015_176_320,1
015_176_336,1
015_176_352,1
015_176_368,1
015_176_384,1
015_192_0,1
015_192_16,1
015_192_32,1
015_192_48,1
015_192_64,1
015_192_80,1
015_192_96,1
015_192_112,1
015_192_128,1
015_192_144,1
015_192_160,1
015_192_176,1
015_192_192,1
015_192_208,1
015_192_224,1
015_192_240,1
015_192_256,1
015_192_272,1
015_192_288,1
015_192_304,1
015_192_320,1
015_192_336,1
015_192_352,1
015_192_368,1
015_192_384,1
015_208_0,0
015_208_16,0
015_208_32,0
015_208_48,0
015_208_64,1
015_208_80,1
015_208_96,0
015_208_112,0
